Source,Summary
Project Manager: If money permits we can address some features for some subgroups within that.,1
Project Manager: Because the LCD has more support on customer side.,1
Marketing: So in part I could I could give you some of my personal preferences but I could also th add some to this which is just about sort of sort of market research.,0
Industrial Designer: A little bit.,1
"User Interface: Or from my perspective I think LCD is a mistake because this is a universal remote, all you are doing I mean it is you are not gonna get any information back from the television, so the only information you can display on this remote is what channel you just sent it at last, there is just not a lot of information, you know, there.",1
Project Manager: we have a financial aspect to this project.,1
"Marketing: well there has been inv investigation again, in the in the remote control market.",0
User Interface: and these two are to scroll the programme channels.,0
"User Interface: I mean people forget to put their cordless phones back on there,",1
"Project Manager: something along those lines to be able to incorporate it quite obviously into the design,",0
"User Interface: So we just have it like add a menu button then for the various things needed,",1
"Industrial Designer: you have you had those balls, you know those stress balls where you bounce the ball, it, it lights up, it goes,",0
"Industrial Designer: And then the next slide just shows how the copper wires interact with the buttons, the rubber buttons, to get sent to the chip.",1
Marketing: but maybe we could incorporate that into the voice.,1
"Marketing: So sh completely changed our demographic there,",1
User Interface: I heard a beep go.,0
"Industrial Designer: It just explains how the process goes through, from a.",1
"Project Manager: I think this was very good,",0
Project Manager: I would say scra I'd say scrap that straight off.,1
"Project Manager: I guess we are supposed to discuss the prod the process of the project, how satisfied, it is alright.",0
"User Interface: If you make one big touch screen,",1
User Interface: Just something maybe if you ha if it had like if some kind of like light or something or lights around it.,1
Project Manager: But it might be something you could consider when you are thinking about shapes?,0
"Industrial Designer: I think the tools that they were given, the tool set that were given to us are fancy but they do not support collaboration, I think that is the word.",1
"Marketing: But So what do you think for it, usefulness?",1
"Project Manager: Yeah, just stuff that you wanna share, just put it in the in the project folder, like I put my presentation now.",1
"User Interface: But the iPod, etcetera, MP three players, mobile phones.",1
"Industrial Designer: Yeah, m maybe we cho should put that on top, buttons we do not use on, in the bottom.",1
User Interface: So it would be cheaper to make.,1
Industrial Designer: So we have this.,0
Project Manager: They want the ergonomic ones.,1
Project Manager: You probably get a mail.,1
Marketing: The voice recognition thing is cool.,1
"Marketing: No you'd hold it you do not if you flip it open then you'd be Would not you? Is not that the idea? You us if we just use the shell as an example again, you open that, you have got your LCD display there, you have got the buttons there so you are holding it in the palm of your hand, yeah.",0
Project Manager: Craig do you wanna.,0
"User Interface: Something sort of sort of sl slightly sort of biomorphic in form, which it would need to be to sort of conform to the shape of the hand more efficiently anyway.",1
"Industrial Designer: How about we do a a popup screen, like the laptop.",1
Industrial Designer: It seems like it should be more around two.,0
Marketing: which affected over a quarter of users.,0
"Project Manager: maybe what you can do is, both of you, you can come up with the prototype, the model.",1
"User Interface: So once we decide exactly what we want, then we can figure out the exact positioning, but more or less I think it should go along those lines.",0
Project Manager: Marketing they want product evaluation.,1
"User Interface: From the technical aspect, the processing should be done on the TV set than on the on the remote controller, right?",1
Marketing: Young means sixteen to forty years.,0
"Project Manager: we could do a slide or a compartment, you know, like if it say it is a lit little vaguely ovoidal type of thing, it'd be easy to have a compartment in there.",1
"Project Manager: Well literally if you can imagine the display maybe slightly larger than those on a a mobile phone,",0
"Project Manager: UID well yeah you right g your assignments are up there, you will also get s assignments from in your email as well more spec specifics on what do.",0
Project Manager: Should we actually bite the bullet here?,0
Marketing: If I if I need so.,0
"User Interface: what there is one more decisi one more solution in fact, 'cause there are some paints that can change colour according to where they are, like they can reflect different colours depending on what is around, like what colour is around, depending on the temperature,",1
"User Interface: Yeah it is well you can follow the ideas how you want to keep the keys, you know right now if you take it you have like zero, one, two, three like a keys separately,",1
"Industrial Designer: Yeah but the nonremovable elements of the of the remote, so not the front, could be titanium,",1
"User Interface: I'm Stephanie, I am the User Interface Designer.",1
Marketing: Hi I'm Guillermo.,1
"Project Manager: I do not know, but I think the single curved is good for design, also for the display to have a prominent place on the remote control.",1
"Industrial Designer: So it kind of holds nicely, something like that.",0
"Project Manager: what about the case? I think they are talking there about do we want wood, plastic, titanium or rubber,",1
Industrial Designer: The drawing cap capabilities are very limited.,1
"User Interface: I think that was the main aim, one of the main aims that we had.",0
"User Interface: Yeah I think we it was a requirement that we use our th the colours of our company, so would it be like yellow, grey, black or something, or.",1
Project Manager: let is see.,0
Marketing: That is it.,0
"Industrial Designer: Maybe titani, maybe some wood.",1
"User Interface: Yeah, you think?",0
"User Interface: Yeah, the volume ones should stand out a bit.",1
"Project Manager: he here it is still doublecurve, the rubber, the flashy, the fruity, the removable.",1
Project Manager: So we just put something.,0
"Project Manager: Because if you hold it like this, the sensors will get blocked, then the drawing wo not get good.",1
Marketing: I also have copied a different type of remote.,0
Industrial Designer: So these abilities are mainly ad addressed by young people? Or it is.,0
User Interface: Well y we have curves in all directions.,1
Marketing: so I Are we going to write off the LCD option?,0
"Industrial Designer: yeah, they are all they are not connected to anything on the table, you just leave 'em on, walk around with 'em.",0
"Industrial Designer: whether they would figure the the s sample senor, the sample speaker, voice recognition be sort of a worthwhile thing to have.",0
Industrial Designer: I think it is pretty much the same sort of connection.,0
"Marketing: So elephants are big, strong, gentle, they have great memories, they begin with the letter E, just like Ebenezer.",0
"Industrial Designer: It might even be one, a bit more complex LCD panel with pictures like maybe the sun or the, you know, the symbols of the various functions.",1
Project Manager: Because it was important for young customers if you remember.,0
Project Manager: I'm sure your personal coach will give you more information on that.,0
"Project Manager: Yeah no, for su for sure because I'm will now type them out.",1
Project Manager: I will just review what we did in our last meeting.,1
"User Interface: I would propose this concept for design, just few buttons, a screen with a back light which can change colours, titanium.",1
"User Interface: And this one, the oversized one, I do not know about you, but I think it is a bit too gimmicky.",1
Project Manager: I mean th certainly.,0
Project Manager: It is not yet a standard development those so.,0
"Industrial Designer: So w single curved? let is say would be a b square box, but then with curves on one dimension.",1
Industrial Designer: then you have to shake it all when it is when it is empty.,0
"Project Manager: So maybe we think we can think more about that, discuss that maybe last time next time.",0
User Interface: that would only add buttons.,0
User Interface: A remote control without the ten digits.,1
Project Manager: this is a bit pity for the Marketing Expert.,0
Project Manager: We will open that when the time is right.,0
"Project Manager: So, turning channel, of course.",0
User Interface: So but I think that is something we need to work on next time is really finding out more about the target market.,0
"Industrial Designer: We have, we have done well.",0
Marketing: Yeah so but th that is kind of standard T television so it also works on that.,0
"User Interface: Yeah, what about price, is that gonna go on there as well? Price of materials.",1
"Industrial Designer: I believe it is ins it is gotta be inside the TV, not inside the remote.",1
"Industrial Designer: Something which is not squarey maybe, not a box.",1
"Project Manager: And then w yeah, then we could have it, but it is its' well it is r it is the main point of the look.",0
Project Manager: Yeah but I do not I think it They are two different things though.,1
"Marketing: But maybe the buttons, all buttons in red is maybe a bad contrast for colourblind people.",1
Marketing: Twenty five Euro for a remote control.,1
"Project Manager: Especially the big ones, the big brands,",1
Marketing: Yeah w one of the m key point is solar cells.,1
Marketing: What else can we need?,0
"User Interface: We already have the beeping of the home station,",0
"Marketing: But if you can imagine that they say A, B, C, D, then that would be really good.",1
Project Manager: We we are definitely going to have to.,0
Project Manager: And we can all work on our own projects.,0
Industrial Designer: Yeah we have to kind of work together.,1
"Project Manager: for the moment not yet, but what is your do you have some project plan, something with you or.",1
"Project Manager: I mean not necessarily that the the whole body has to be of the company colour, so you know blue, yellow tend to go to we well together.",1
"Project Manager: the iPod, we really liked the look of that.",1
Marketing: Do you have any data on how much different prints cost? I mean can you get the entire thing printed with a design?,0
"Industrial Designer: So people are used to that kind of shape,",1
Project Manager: And the screen is disfmarer.,0
"Project Manager: So we are really probably, in terms of marketing, are looking for that is that is a cost winner rather than a fantastic new feature product.",1
Marketing: The remote control is easy to be found.,1
"User Interface: But we already have the scrollwheels, the sp the speaker the speak recognition, the rubber, the fancy colours.",1
"Marketing: So we have the choice between rubber, plastic.",0
"Marketing: So we are showing our preference for particular fruits,",1
Project Manager: The people have to keep buying.,0
Marketing: He is crying because it is ugl because of his ugliness.,0
"Project Manager: So, I will invite Christine to discuss about the functional design.",0
"Marketing: So even if they are only watching four or five channels, I think they want to zap out of the one hundred channels,",1
"Industrial Designer: Yeah, that is good.",0
Project Manager: from twelve fifty if we d wanna get our fift hundred per cent profit margin that would mean selling it from twenty five.,0
"Project Manager: Yeah, we could make an a separate menu on the LCD screen for teletext.",1
"Marketing: So, I mean, if you are watching a movie, suddenly there is a dark some dark scene, the lights adapt themself.",1
Marketing: No you are not connected to me anymore.,0
"Project Manager: and new ideas found, again gi no given relatively everyday product, I think we have v very very effectively come up with a new.",1
"Marketing: If this is our docking station, we can make our logo over here.",1
"Industrial Designer: The display requires a advanced chip, which is which in turn is more expensive than the regular chip.",1
"Marketing: I think this is going back to the graph at the beginning that I made, where, you know, the buttons that people use all the time, you want buttons for them, everything else menudriven.",1
Industrial Designer: so I guess the rest of it.,0
Industrial Designer: No just kidding.,0
"Industrial Designer: Yeah if we if we make a remote control just l with that idea in mind, we could make tons of money, I think.",1
User Interface: That is what people want to do.,0
Project Manager: it is below the budget.,0
Industrial Designer: But we lose the locator.,1
"Marketing: but I think we do not have a specific audience, you know, like what is our target audience, what niche are niche are we trying to market, corner.",1
"Marketing: But I think taking the idea of getting inspiration from mobile phones is interesting, especially if we are going after a younger market,",1
"Industrial Designer: Findings which were the required materials for the basic internal construction, so all the really simplistic functions that we just discussed, we need rubber for buttons, alini for battery y contacts, integrated circuit which consists of a diode, transistor, resonator, resistors, a capacitator, all those basic things that make a circuit function.",1
"User Interface: So you can you can design an interface which is very simple, which is userfriendly.",1
"User Interface: We do not have to follow every trend, I guess.",0
"Marketing: Well I had the cat as well, but I have got a spare one.",0
"Marketing: right? Always, so I dunno what w what we have to decide about that.",1
Industrial Designer: well you can go from doublecurved to singlecurved.,0
Project Manager: is there anything anybody is unsure about?,0
"Industrial Designer: They also like straightforward shapes, luxurious style.",0
Marketing: The user will just be able to say please can you pump up the vo pump up the volume.,0
User Interface: It should not be completely like a cube.,0
"Project Manager: It should be on your desktop, so on the.",0
"User Interface: So then basically it has to have some way to get to get to a mode on the television where you are doing,",0
Industrial Designer: Normal rubber I think.,1
"Project Manager: I do not suppose we have got any statistics on the life expectancy of remote controls, particularly sort of independent ones.",1
Industrial Designer: It is just a s shape so it does not matter.,0
Marketing: I closed it.,0
"User Interface: I have done a presentation, but it pretty much covers work that we have both done, so if I'm missing anything, Christine can just correct me.",1
Project Manager: so maybe we can stay with wood.,1
Project Manager: maybe I think maybe the kinetic thing is something.,1
"Industrial Designer: But may maybe we could go more directly, I do not know.",0
"Marketing: If it is made of rubber you could get the kinetic energy fairly easily there,",0
Industrial Designer: But the main point we talk about that with our manufacturer.,0
"Marketing: Yeah, but did we reach, with our style, the targeted audience?",1
"Industrial Designer: for the case, the supplement, the buttons, it really depends on the designer.",1
Industrial Designer: I must not forget my pen the next time.,0
Industrial Designer: It is just printing something on a board.,0
Project Manager: If you cover it with rubber.,0
"User Interface: So, there must be some cheap standard cover, maybe white or something,",1
"User Interface: One nice wee feature if we could if we could still do the rubber, I though of was to have the rubber extend beyond the end of the of the rigid substructure.",1
Project Manager: I think it is.,1
Project Manager: Think they are just called face plates?,0
Project Manager: Can you maybe fix the other.,0
"User Interface: So you do not use it that much, you do not have to see it all the time.",0
User Interface: Ah the logo should be on the top I think.,1
Project Manager: If I draw here It draws about four centimetres lower than.,0
Marketing: We have w definitely talking some type of.,0
Industrial Designer: components of a remote control.,1
Marketing: And I was sent a report that was I think there were a hundred remote users that they interviewed.,1
Industrial Designer: certain restrictions do apply here though.,0
Project Manager: but I do not know how useful it'd be for changing the channel.,0
"User Interface: So, it just depends what you think about these ideas, if I'm yeah, maybe, Kate, you better say what you think about them.",1
Project Manager: But that can be done later.,0
User Interface: Something like this.,0
"Project Manager: Now I have this the company is costing for various aspects of design, I have treated some of these slightly liberally given the constraints placed on us, I would not know for in for instance if they require us to have it in the corporate colours, then that is not a special colour, that is a that is a standard colour.",1
Project Manager: But it would be nice.,0
User Interface: And the rest is hard plastic.,1
User Interface: There are some spiders that live in like that have like kind of a big ball of a of a web.,0
"Industrial Designer: So then there is this other matter of the chips, well we could use a simple design on the board,",0
Project Manager: But that covers all the all the other settings.,0
User Interface: I dunno if we can use that.,1
"Project Manager: So I'm first going to do an opening then we get used to one anothers, we speak about this tool we are going to design, try to make a project plan, some discussion, then we talk of the next meeting.",0
User Interface: But maybe they could be concave instead of sticking up to have them be kind of down so you could feel them.,0
"Project Manager: Because if we do have enough space in our finance, I would say do integrate it,",1
User Interface: But there is already in a one done.,0
User Interface: Some kind of thing or it gives a b bleep sound or some kind of sound.,0
Industrial Designer: Yeah so it is a.,0
Industrial Designer: No no we will This is a preference but we can always change.,0
"Industrial Designer: It is not changing, no?",0
"User Interface: If you want to turn the ball, it is very it is very convenient for you to turn the ball to change the channel.",1
"Industrial Designer: Well, f four five buttons, it is sufficient.",1
"Project Manager: My favourite animal, which changes all the time,",1
User Interface: Well it is it is more I mean it is more ecofriendly than the than the cradle 'cause you are still using power off the grid with the cradle.,0
Project Manager: As to a the costs involved.,0
"Industrial Designer: We can think about TV with you know where you can change you know the aspects o like for the cell phones, you know.",1
"Industrial Designer: then we have it on the TV, the menu.",1
Industrial Designer: That is why we have that button.,0
"Project Manager: Yes, 'cause our market is international, your problem is has to do with marketing of you know, you gotta know how many we are going to be selling to know how big a market you have to target, who is that.",0
User Interface: A very good example is Google.,1
User Interface: it is just one colo yeah.,0
"Marketing: Questionnaire with seven point scale from one to seven, from true to false,",1
"Marketing: No, I think we come up with a with a attractive marketable product, concept.",0
"Industrial Designer: Yeah we will yeah, so I will be able to summarize our meeting,",0
"Marketing: Yeah, I mean you are famous.",0
"Marketing: Most people'd be willing to pay for that most people want remote controls to be pretty, they want it to be fancy, th they want it to be different, everybody has a white remote control with black buttons, a red button, a green button, not everybody wants that.",1
"Industrial Designer: we can use rubber, plastic, wood or titani.",1
Industrial Designer: This can be discussed as well.,0
"Project Manager: When you push the button, the remote control gives a signal.",1
"Marketing: there is a there is an important thing that, you know, people use when, you know, when you are filling up your home, you know, a lot of people fill up their home with bits of crap, basically, you know, you have got all this stuff, you are just like, what the hell is that, who is ever gonna use it? You know, so things should either be functional or beautiful or preferably both, so I think we need to aim for both.",1
"Marketing: There we are, that is me.",0
Marketing: Yeah this is the initial specifications.,0
User Interface: If it is enough line.,0
"Project Manager: I think all the special colour things have to be marked over here, because that is what we were planning to do, making it.",1
"User Interface: among the findings I found that m most of the curr presently available remote controls also include other functionalities in their design, like operating a VCR, but they do not seem to be able to deal with DVD players, but then there are surely there are many other functionali functions that could possibly be added to them, but according to the last minute update actually we do not want to have all this complicated functions added to our design.",1
"User Interface: we have our we have the enter button, what was the other button here? This is the teletext.",1
Marketing: But we do not have any buttons.,0
Project Manager: and the white board worked really well without any pro.,0
Project Manager: I would say I mean it should be probably designed for a righthanded p person.,1
Industrial Designer: I see some action over there.,0
"Marketing: Maybe it is an idea to sell it without a cover, so that you can pick a cover in the in the shop.",1
"Project Manager: Yeah, I s I suppose in a sense you could have if you have got a hundred channels then if you had sort of an easy way of getting rather than having to go one to a hundred, you could go one to one to ten, ten to twenty.",1
Project Manager: and it is kinda new.,0
"Project Manager: right, welcome to meeting B.",1
User Interface: I'd give it a three for this for that.,1
User Interface: You are the only one.,0
"User Interface: simple, plain, but I mean I do see what it is heavily reliant on appearance instead of pure functionality,",1
"User Interface: And then, well this is on off button.",1
"Project Manager: Yeah, but we decided to have something yellow, red, for the costs.",0
"Project Manager: And so if there is one element that requires the more expensive one, or say the regular one, or the more advanced, then that would have to be the same for all of them.",0
Marketing: but I think it is an interesting I think that maybe shows more about being open to technology.,0
"Marketing: So we have one button,",1
"Project Manager: we are creating a new remote control which we have three goals about, it needs to be original, trendy, userfriendly.",1
"Marketing: So, now we have to come up with a decision.",1
